key,artist,song,link,text
1334,Miley Cyrus,Need A Little Love,/m/miley+cyrus/need+a+little+love_20886243.html,"When the darkness leaves you lonely,  
Or the world tries to push you away  
When your sky is looking troubled  
You can count on me  
'Cause I'm gonna stay (I'm gonna stay)  
  
Put your worries in my pocket  
I've got a key so we can lock it  
I swear that, I won't let them escape  
  
Love, it's always worth it love  
Everyone deserves it  
It's the friend that holds your hand  
When nobody understands  
  
Love, it wants to heal you, love  
It sees the real you  
But you have to open up  
When you need a little love  
  
If there's something you're in need of (you're in need of)  
You only have to let me know  
I got a shoulder you can lean on  
And I'm always (always) right up the road  
  
Put your fears in my pocket  
I've got a key so we can lock it  
And no I(no I), won't let them escape  
  
Love, it's always worthing love  
Everyone deserves it  
It's the friend that holds your hand  
When nobody understands  
  
Love, it wants to heal you, love  
It see the real you  
But you have to open up  
When you need a little love  
  
Every night when your heart is praying for peace  
A noise in your head, yeah  
There's a light that is yours to keep  
And brighter than all the rest  
  
Love, it's always worthing love  
Everyone deserves it  
It's the friend that holds your hand  
When nobody understands  
  
Love, it wants to heal you, love  
It see the real you  
But you have to open up  
When you need a little love

"
1335,Miley Cyrus,Obsessed,/m/miley+cyrus/obsessed_20848377.html,"Why do I just lie awake and think of you?  
I need some sleep.  
Tomorrow I have things to do.  
Every time I close my eyes I see your face,  
So I try to read, but all I do is lose my place.  
  
[Chorus]  
Am I obsessed with you?  
I do my best not to want you.  
But I do all the time.  
I do all the time.  
  
I just had to call you up and say hello.  
I know it's three a.m.  
And I saw you awhile ago.  
But I still had this aching need to hear your voice  
To know your there  
I don't seem to have any choice.  
  
[Chorus]  
  
Oh yeah.  
I'm so sorry I just had to wake you up.  
I feel so lonely by myself.  
Is this the way it feels when you're in love?  
Or is this something else?  
Yeah  
  
Yeah  
  
[Chorus]  
  
Oh yeah  
But I do all the time, I want you all the time.  
Am I obsessed with you?

"
1336,Miley Cyrus,Old Blue Jeans,/m/miley+cyrus/old+blue+jeans_20647359.html,"You walk away from me tonight  
Not knowing the real me  
Cuz you believe in all the hype  
I just took down the magazine  
Take away the glamour  
The world let it show  
And forget everything you know  
Take away the mirrors, the limos, the lights  
Cuz I don't wanna dress up tonight  
  
Chorus:  
I'm gonna put on my old blue jeans  
I'm gonna walk outta here into the street  
Would you put up resistance  
Would it make a difference  
Would you know the real me  
Me and my old blue jeans  
  
You think I'm unnaproachable  
Bet I don't feel enough  
Should read a book cover to cover  
And not be so quick to judge  
Take away the glamour, the make up, the clothes  
And forget everything you know  
Take away the ego, the trick of the light  
Cuz I don't wanna dress up tonight  
  
Chorus:  
I'm gonna put on my old blue jeans  
I'm gonna walk outta here into the street  
Would you put up resistance  
Would it make a difference  
Would you know the real me  
Me and my old blue jeans  
  
Chorus:  
I'm gonna put on my old blue jeans  
I'm gonna walk outta here into the street  
Would you put up resistance  
Would it make a difference  
Would you know the real me  
Me and my old blue jeans  
  
I wanna show you what you get  
  
Chorus:  
I'm gonna put on my old blue jeans  
I'm gonna walk outta here into the street  
Would you put up resistance  
Would it make a difference  
Would you know the real me  
Me and my old blue jeans  
  
Chorus:  
I'm gonna put on my old blue jeans  
I'm gonna walk out of here into the street  
Would you put up resistance  
Would it make a difference  
Would you know the real me  
Me and my old blue jeans  
I'm gonna put on my old blue jeans  
I'm gonna walk outta here into the street  
Would you put up resistance  
Would it make a difference  
Would you know the real me  
Me and my old blue jeans

"
1337,Miley Cyrus,Ordinary Girl,/m/miley+cyrus/ordinary+girl_20886242.html,"Ohh Oh Ho Yeah  
La Da Da  
Don't get me wrong I love who I am  
I don't wanna be ungrateful  
It probably sounds strange  
I really love the role I play the songs I sing  
But with all the fame  
The things that seem so simple  
Suddenly so far out of reach  
Wish that they could see that underneath  
  
I'm just an ordinary Girl  
Sometimes I'm Lazy, I get bored.  
I get scared, I feel ignored  
I feel happy, I get silly  
I choke on my own words  
I make wishes, I have dreams  
And I still want to believe  
Anything can happen in this world  
For an Ordinary Girl  
Like you, like me  
For an Ordinary Girl  
Like you like me  
  
How are you?  
Hello, goodbye  
One day here, one day there  
And again it's time to go  
Miss popular always on the road  
Put my best foot forward  
Gotta get on with the show  
Strike a pose for the front cover of a magazine  
Everywhere I arrive I get high fives  
They pay me larger than life  
  
I'm just an ordinary Girl  
Sometimes I'm Lazy, I get bored.  
I get scared, I feel ignored  
I feel happy, I get silly.  
I choke on my own words  
I make wishes, I have dreams  
And I still want to believe  
Anything can happen in this world  
For an Ordinary Girl  
So give it everything or nothing at all  
And get back on your feet  
When you stumble and fall  
A lil luck can go a long way  
So don't you worry about what people say  
Who knows where the wind may blow  
  
For an ordinary girl... mmm  
  
I'm just an ordinary Girl  
Sometimes I'm Lazy, I get bored.  
I get scared, I feel ignored  
I feel happy, I get silly.  
I choke on my own words  
I make wishes, I have dreams  
And I still want to believe  
Anything can happen in this world  
For an Ordinary Girl  
Like you, like me  
For an Ordinary Girl  
Like you like me  
  
For an ordinary girl... mmm  
  
For an ordinary girl  
  
Like me like you...

"
1338,Miley Cyrus,Party In The USA,/m/miley+cyrus/party+in+the+usa_20845827.html,"I hopped off the plane at LAX  
With a dream and my cardigan  
Welcome to the land of fame excess,  
Whoa, am I gonna fit in?  
  
Jumped in the cab,  
Here I am for the first time  
Look to my right and I see the Hollywood sign  
This is all so crazy  
Everybody seems so famous  
  
My tummy's turnin' and I'm feelin' kinda home sick  
Too much pressure and I'm nervous,  
That's when the taxi man turned on the radio  
And the Jay Z song was on  
And the Jay Z song was on  
And the Jay Z song was on  
  
[Chorus]  
So I put my hands up  
They're playing my song,  
And the butterflies fly away  
Noddin' my head like, yeah  
Movin' my hips like, yeah  
I got my hands up,  
They're playin' my song  
You know I'm gonna be okay  
Yeah, it's a party in the USA  
Yeah it's a party in the USA  
  
Get to the club in a taxi cab  
Everybody's looking at me now  
Like ""who's that chick, that's rockin' kicks?  
She's gotta be from out of town""  
  
So hard with my girls not around me  
Its definitely not a Nashville party  
Cause' all I see are stilettos  
I guess I never got the memo  
  
My tummy's turnin' and I'm feelin' kinda home sick  
Too much pressure and I'm nervous  
That's when the D.J. dropped my favorite tune  
And a Britney song was on  
And a Britney song was on  
And a Britney song was on  
  
[Chorus]  
  
Feel like hoppin' on a flight (on a flight)  
Back to my hometown tonight (town tonight)  
But something stops me every time (every time)  
The DJ plays my song and I feel alright  
  
[Chorus: x2]

"
1339,Miley Cyrus,Que Sera!,/m/miley+cyrus/que+sera_20892522.html,"Ha  
Whatever will be,  
Will be  
  
Delete me from your friends,  
I don't care what you think,  
Let's forget we ever met,  
Don't cha worry 'bout me,  
  
So I'm sick to my stomach,  
When I'm think about the wasted time we spend togeth,  
Planning on forever,  
(Whatever)  
  
Cheat me once, shame on you,  
Cheat me twice, shame on me  
I'm an idiot,  
That I couldn't see what's underneath  
  
That beautiful face  
Or these warm or worse days  
Surprise, surprise  
I'm doing just fine  
(Whoa)  
  
Aaaah  
QUE SERA, SERA  
Aaaah  
QUE SERA, SERA  
  
Whatever comes I'll be okay  
Whatever life Throws my way  
You wish I'd hurt,  
But I'm as free as a bird  
And I'm happier no-ow-ow-ow,  
(Yeah)  
  
Aaaah  
QUE SERA  
  
I could never go back  
To a thing that didn't last  
And I'm sorry to say  
That you're living in the past  
  
And if you'd ever believe  
I would take you back,  
It took you long to get in  
But now you're out so fast  
  
The way you played your cards  
Shoulda told me who you are  
Always goin' all in  
And you hated when I win  
  
Just had me whipped too far  
I shoulda known from the start  
That you gamble,  
  
With my heart  
  
  
Aaaah  
QUE SERA, SERA  
Aaaah  
QUE SERA, SERA  
  
Whatever comes I'll be okay  
Whatever life throws my way  
You wish I'd hurt,  
But I'm as free as a bird  
And I'm happier no-ow-ow-ow  
  
Whoo,  
Ha Ha  
  
Ooooh I feel it in the air  
(Feel it in the air baby)  
Ooooh, there's something better out there  
Ooooh, Hello to the new me  
Ooooh So goodbye baby,  
(Goodbye)  
  
I could never go back  
To a thing that didn't last  
And I'm sorry to say,  
That you're living in the past  
  
And if you'd ever believe  
I would take you back  
It took you long to get in  
But now you're out so fast  
  
The way you played your cards  
Shoulda told me who you are  
Always goin' in all in  
And you hated when I win  
  
Just had me whipped too far  
I shoulda known from the start  
That you gamble,  
  
With my heart  
  
Aaaah  
QUE SERA, SERA  
Aaaah  
QUE SERA, SERA  
Whatever comes I'll be okay  
Whatever life throws my way  
You wish I'd hurt,  
But I'm as free as a bird  
And I'm happier no-ow-ow-ow  
(Whoo)  
  
Aaaah  
QUE SERA, SERA  
Aaaah  
QUE SERA!

"
1340,Miley Cyrus,Robot,/m/miley+cyrus/robot_20884839.html,"It's been like this from the start  
One piece after another to make my heart  
You mistake the game for being smart  
Stand here, sell this, and hit your mark  
But the sound of the steel  
And the crush and the grind  
It'll scream cause who am I to decide my life  
But in time it all dies  
There's nothing left inside  
Just rusted metal that was never even mine  
  
I would scream  
But I'm just this hollow shell  
Waiting here  
Begging please  
God, set me free so I can feel  
  
Hey!  
Stop trying to live my life for me,  
I need to breathe  
I'm not your robot  
Stop telling me I'm part of this big machine  
I'm breaking free  
Can't you see?  
I can love  
I can speak  
Without somebody else operating me  
You gave me eyes and now I see  
I'm not your robot  
I'm just me  
  
All this time,  
I've been misled  
There was nothing but crossed wires in my head  
I've been taught to think about what I feel  
Doesn't matter at all until you say it's real  
  
I would scream  
But I'm just this hollow shell  
Waiting here  
Begging please  
Set me free so I can feel  
  
Hey!  
Stop trying to live my life for me,  
I need to breathe  
I'm not your robot  
Stop telling me I'm part of this big machine  
I'm breaking free  
Can't you see?  
I can love  
I can speak  
Without somebody else operating me  
You gave me eyes and now I see  
I'm not your robot  
I'm just me  
  
I'm not your robot  
I'm just me  
I'm not your robot  
  
I would scream  
But I'm just this hollow shell  
Waiting here  
Begging please  
Set me free so I can feel  
  
Hey!  
Stop trying to live my life for me,  
I need to breathe  
I'm not your robot  
Stop telling me I'm part of this big machine  
I'm breaking free  
Can't you see?  
I can love  
I can speak  
Without somebody else operating me  
You gave me eyes and now I see  
I'm not your robot  
I'm just me  
  
I'm not your robot  
I'm just me  
I'm not your robot!

"
1341,Miley Cyrus,Santa Claus Is Coming To Town,/m/miley+cyrus/santa+claus+is+coming+to+town_20786162.html,"Oh you better watch out  
You better not cry  
You better not pout  
I'm telling you why  
  
Santa claus is comming to town,  
Santa claus is comming to town,  
Santa claus is comming to town  
  
He's making a list  
He's checking it twice  
He's gonna find out  
Whos naughty and nice  
  
Santa claus is coming to town,  
Santa claus is coming to town,  
Santa claus is coming to town  
  
He sees you when your sleeping  
He knows when your awake  
He knows if you've been bad or good  
So you better be good for goodness sake,  
(You better be good for goodness sake)  
  
You better watch out  
You better not cry  
You better not pout  
I'm telling you why  
  
Santa clause is coming to town,  
Santa clause is coming to town,  
Santa clause is coming to town  
  
He sees you when your sleeping  
He knows when your awake  
He knows if you've been bad or good  
So you better be good for goodness sake,  
(You better be good for goodness sake)  
  
You better watch out  
You better not cry  
You better not pout  
I'm telling you why  
  
Santa claus is coming to town,  
Santa claus is coming to town,  
Santa claus is coming to town

"
1342,Miley Cyrus,Someday,/m/miley+cyrus/someday_20780317.html,"Someday, someday, someday, oh  
Someday, someday, someday, oh  
Someday, someday, someday, oh  
Someday, someday, someday  
  
No boy, don't call me feisty  
I worked too hard for this, oh oh oh  
No boy, No boy  
Can find me easy to resist  
But you boy, you boy  
I know somewhere you exist  
Yeah, I'm gonna find you  
Someday, Someday  
(someday, someday,someday, someday)  
  
I ain't gonna find you running in Rome  
Ain't gonna find you staying at home  
Ain't gonna find you on the dance floor  
Ain't gonna find you there for sure  
I'm gonna find you  
If I keep living, someday  
(someday, someday, someday, someday)  
  
Hey world, are you listening? (listening)  
I got so much to say  
I know it is a small world, small world  
But sometimes I can't find my way (my way)  
And I know, I know oh  
It could happen any day  
Just around the corner (just around the corner)  
I'm gonna find you, someday  
(someday, someday, someday, someday)  
  
I ain't gonna find you running in Rome  
Ain't gonna find you staying at home  
Ain't gonna find you on the dance floor  
Ain't gonna find you there for sure  
I'm gonna find you  
If I keep living, someday  
(someday, someday, someday, someday)  
  
Oh oh, I'm gonna find you  
I'm gonna find you  
(someday, someday, someday, someday)  
  
I ain't gonna find you running in Rome  
Ain't gonna find you staying at home  
Ain't gonna find you on the dance floor  
Ain't gonna find you there for sure  
I'm gonna find you  
If I keep living, someday  
(someday, someday, someday, someday)  
  
I know I'm gonna find you, someday  
I'm gonna find you, someday  
(someday, someday, someday, someday)

"
1343,Miley Cyrus,Talk Is Cheap,/m/miley+cyrus/talk+is+cheap_20848376.html,"Ay, ay, ay, ay, ay, ay  
Woohoo, woohoo  
Ay, ay, ay, ay, ay, ay  
Woohoo, woohoo  
  
I'm alone it's just me, and  
I'm watchin' TV  
And I'm always oh so bored at home  
I get up, I get out,  
Drive my car, go out town  
Keep on calling but you're never around  
See my friends out tonight  
Other pieces of life  
At the club  
Till someone starts a fight  
Then we get in the car  
So know where you are  
I'm so pissed off  
Always hanging around  
I'm so tired  
Your fired!  
  
Your fire is so jealous  
Restless  
Relentless  
That's just me.  
I'm so crazy lately c'mon let it be  
Don't make me beg for the things I need  
You know they say  
Where there's a will, there's a way  
Lies are free  
Talk is cheap  
  
Ay, ay, ay, ay, ay, ay  
Woohoo, woohoo  
  
Now were out in the street  
And were sweatin' the heat  
And we move with the traffic and the beat  
I don't care if you choke  
When you light up your smoke  
It's the one thing I can call my own  
It's so tragic  
I'm so mad and  
  
I'm so jealous  
Restless  
Relentless  
That's just me.  
I'm so crazy lately c'mon let it be  
Don't make me beg for the things I need  
You know they say  
Where there's a will, there's a way  
Lies are free  
Talk is cheap  
  
Ay, ay, ay, ay, ay, ay  
Woohoo, woohoo  
  
I'm so tired  
  
Your fire is so jealous  
Restless  
Relentless  
That's just me.  
I'm so crazy lately c'mon let it be  
Don't make me beg for the things I need  
You know they say  
Where there's a will, there's a way  
Lies are free  
Talk is cheap  
  
Ay, ay, ay, ay, ay, ay  
Woohoo, woohoo  
  
Ay, ay, ay, ay, ay, ay  
Woohoo  
  
Talk is cheap  
  
Ay, ay, ay, ay, ay, ay  
Woohoo, woohoo  
  
Ay, ay, ay, ay, ay, ay  
  
Yeah, lies a free, and  
Talk is cheap

"
1344,Miley Cyrus,We Can't Stop,/m/miley+cyrus/we+cant+stop_21062422.html,"It's our party we can do what we want  
It's our party we can say what we want  
It's our party we can love who we want  
We can kiss who we want  
We can see who we want  
  
It's our party we can do what we want  
It's our party we can say what we want  
It's our party we can love who we want  
We can kiss who we want  
We can see who we want  
  
Red cups and sweaty bodies everywhere  
Hands in the air like we don't care  
'Cause we came to have so much fun now  
Got somebody here might get some now  
  
If you're not ready to go home  
Can I get a hell no  
'Cause we gonna go all night  
'Till we see the sunlight alright  
  
So la da da di we like to party  
Dancing with Molly  
Doing whatever we want,  
This is our house  
This is our rules  
And we can't stop (whoa)  
And we won't stop (whoa)  
Can't you see it's we who own the night  
Can't you see it we who bout' that life  
And we can't stop (whoa)  
And we won't stop (whoa)  
We run things, things don't run we  
Don't take nothing from nobody yeah yeah  
  
It's our party we can do what we want  
It's our party we can say what we want  
It's our party we can love who we want  
We can kiss who we want  
We can see who we want  
  
To my home girls here with the big butts  
Shaking it like we at a strip club  
Remember only God can judge us  
Forget the haters cause somebody loves ya  
And everyone in line in the bathroom  
Trying to get a line in the bathroom  
We all so turnt up here  
Getting turnt up yeah yeah yeah  
  
So la da da di we like to party  
Dancing with Molly  
Doing whatever we want  
This is our house  
This is our rules  
And we can't stop (whoa)  
And we won't stop (whoa)  
Can't you see it's we who own the night  
Can't you see it we who bout' that life  
And we can't stop (whoa)  
And we won't stop (whoa)  
We run things  
Things don't run we  
Don't take nothing from nobody yeah yeah  
  
It's our party we can do what we want  
It's our party we can say what we want  
It's our party we can love who we want  
We can kiss who we want  
We can see who we want  
  
It's our party we can do what we want to  
It's our house we can love who we want to  
It's our song we can sing if we want to  
It's my mouth I can say what I want to yea, yea, yeah  
  
And we can't stop (whoa)  
And we won't stop (whoa)  
Can't you see it's we who own the night  
Can't you see it we who bout' that life  
And we can't stop (whoa)  
And we won't stop (whoa)  
We run things, things don't run we  
Don't take nothing from nobody, yeah yeah  
Yeah yeah, yeah yeah,  
(We can do what we want, we can do what we want) hey

"
1345,Miley Cyrus,When I Look At You,/m/miley+cyrus/when+i+look+at+you_20848374.html,"Everybody needs inspiration  
Everybody needs a song  
A beautiful melody  
When the night's so long  
  
'Cause there is no guarantee  
That this life is easy  
  
Yeah, when my world is falling apart  
When there's no light to break up the dark  
That's when I, I  
I look at you  
  
When the waves  
Are flooding the shore and I can't  
Find my way home anymore  
That's when I, I  
I look at you  
  
When I look at you, I see forgiveness  
I see the truth  
You love me for who I am  
Like the stars hold the moon  
Right there where they belong  
And I know I'm not alone  
  
Yeah, when my world is falling apart  
When there's no light to break up the dark  
That's when I, I  
I look at you  
  
When the waves  
Are flooding the shore and I can't  
Find my way home anymore  
That's when I, I  
I look at you  
  
You appear just like a dream to me  
Just like Kaleidoscope colors that  
Cover me, all I need  
Every breath that I breathe  
Don't you know you're beautiful?  
  
Yeah, yeah, yeah  
  
When the waves  
Are flooding the shore and I can't  
Find

"
1346,Miley Cyrus,1 In Amillon,/m/miley+cyrus/1+in+amillon_21037655.html,"How did I get here? I turned around and there you were  
I didn't think twice or rationalize  
'Cause somehow I knew  
  
That there was more that just chemistry  
I mean I knew you were kind of into me  
But I figured it's too good to be true  
  
I said, ""Pinch me, where's the catch this time?""  
Can't find a single cloud in the sky  
Help me before I get used to this guy  
  
They say that good things take time  
But really great things happen  
In the blink of an eye  
  
Thought the chances to meet somebody  
Like you were a million to one  
I cannot believe it, you're one in a million  
  
All this time I was looking for love  
Trying to make things work that weren't good enough  
Till I thought I'm through, said, ""I'm done""  
And stumbled into the arms of the one  
  
You're making me laugh about the silliest stuff  
Say that I'm your diamond in the rough  
When I'm mad at you, you come with your velvet touch  
  
Can't believe that I'm so lucky  
I have never felt so happy  
Every time I see that sparkle in your eyes  
  
They say that good things take time  
But really great things happen  
In the blink of an eye  
  
Thought the chances to meet somebody  
Like you were a million to one  
I cannot believe it, you're one in a million  
  
All this time I was looking for love  
Trying to make things work that weren't good enough  
Till I thought I'm through, said, ""I'm done""  
And stumbled into the arms of the one  
  
I said, ""Pinch me, where's the catch this time?""  
Can't find a single cloud in the sky  
Help me before I get used to this guy  
  
They say that good things take time  
But really great things happen  
In the blink of an eye  
  
Thought the chances to meet somebody  
Like you were a million to one  
I cannot believe it, yeah yeah  
  
They say that good things take time  
But really great things happen  
In the blink of an eye  
  
Thought the chances to meet somebody  
Like you were a million to one  
I cannot believe it, you're one in a million, yeah  
  
One in a million, yeah  
You're one in a million

"
1347,Miley Cyrus,1 Sun,/m/miley+cyrus/1+sun_21102758.html,"[Verse 1:]  
We all walk around  
And waste life  
It's just gonna go on forever  
Like there's some eternal endless supply  
Of what it takes to keep us alive  
There might be a day  
When everything goes away  
To remind us how ungrateful our culture is  
We need to take time  
To replace what's stolen from Mother Nature  
  
[Hook:]  
We only have  
1 sun, 1 moon, 1 me  
1 you  
And we only have a little time to show how much we love  
The sun (the sun) the moon (the moon)  
How much I really love you  
We only have a little bit of time (time, time, time)  
  
[Verse 2:]  
I once heard  
Grace Jones say  
I have my own concept of time  
I always think bout' that cause I've always felt like  
I was running a little behind  
What's in front of me  
I don't know  
Cause I can't see what hasn't started to grow  
  
[Hook:]  
We only have  
1 sun, 1 moon, 1 me  
1 you  
And we only have a little time to show how much we love  
The sun (the sun) the moon (the moon)  
How much I really love you  
We only have a little bit of time (time, time, time)  
  
[Verse 3:]  
Wake up, world  
Can't you see the earth is crying?  
Wake up, world  
Can't you see all the clouds are dying?  
And maybe one day there won't be rainbows  
Grass won't be green and the sky won't be blue  
I don't wanna see a cyclone  
There's no sun, no moon, no me, no you  
  
[Hook:]  
We only have  
1 sun, 1 moon, 1 me  
1 you  
And we only have a little time to show how much we love  
The sun (the sun) the moon (the moon)  
How much I really love you  
We only have a little bit of time (time, time, time)

"
1348,Miley Cyrus,7 Things,/m/miley+cyrus/7+things_20741861.html,"Sha, sha, sha  
  
I probably shouldn't say this  
But at times I get so scared  
When I think about the previous  
Relationship we shared  
It was awesome, but we lost it  
It's not possible for me not to care  
And now we're standing in the rain  
But nothing's ever gonna change until you hear  
My dear  
  
The seven things I hate about you  
The seven things I hate about you  
Oh, you  
You're vain, your games, you're insecure  
You love me, you like her  
You made me laugh, you made me cry, I don't know which side to buy  
Your friends, they're jerks, and when you act like them, just know it hurts  
I wanna be with the one I know  
And the seventh thing I hate the most that you do  
You make me love you  
  
It's awkward and it's silent  
As I wait for you to say  
But what I need to hear now your sincere apology  
When you mean it, I'll believe it If you text it I'll delete it  
Let's be clear  
Oh, I'm not coming back  
You're taking seven steps here  
  
The seven things I hate about you  
You're vain, your games, you're insecure  
You love me, you like her  
You made me laugh, you made me cry, I don't know which side to buy  
Your friends, they're jerks, and when you act like them, just know it hurts  
I wanna be with the one I know  
And the seventh thing I hate the most that you do  
You make me love you  
  
Compared to all the great things  
That would take too long to write  
I probably should mention  
The seven that I like  
  
The seven things I like about you  
Your hair, your eyes, your old Levi's  
When we kiss, I'm hypnotized  
You made me laugh, you made me cry, but I guess that's both that I'll have to
buy  
Your hand in mine when we're intertwined, everything's alright  
I wanna be with the one I know  
And the seventh thing I like the most that you do  
You make me love you  
  
Sha, sha, you do, oh

"
1349,Miley Cyrus,Adore,/m/miley+cyrus/adore_21067855.html,"I was looking for a good time  
I was down so low thought I'd never get up  
Then a midnight lady with eyes of green  
Said she didn't look much older than seventeen  
She said, I'll take you to a place  
That you've never seen  
If your lookin' for a good time  
Lookin' for a good time  
Lookin' for a good time  
  
She took me away downtown  
To a smoky cafe called Barefoot George  
There were other people walking  
Then she knocked three times  
She whispered to a guy he's a friend of mine  
Said take off your shoes and come on inside  
If your lookin' for a good time  
Lookin' for a good time  
Lookin' for a good time  
  
Well the lights when on  
And the lights when off  
And the music stopped  
And a man grabbed me from behind  
And said ya just got caught  
Well your under age and this here's a raid  
I should take ya in  
I'm gonna to do you a favor and let ya go  
Don't ya let me catch you round here no more  
Looking for a good time  
Looking for a good time  
Looking for a good time  
  
When I got home with my bare feet  
Daddy said he should have put me over his knee  
And asked me where I've been till a quarter to three  
Said looking for a good time  
Looking for a good time  
Looking for a good time  
Looking for a good time

"
1350,Miley Cyrus,Adore You,/m/miley+cyrus/adore+you_21068308.html,"Ah, hey, ah oh  
  
Baby, baby yeah, are you listenin'?  
Wondering, where you've been, all my life  
I just started living  
Oh, baby are you listenin' oh?  
  
When you say you love me  
Know I love you more  
When you say you need me  
Know I need you more  
Boy I adore you,  
I adore you  
  
Baby, can ya hear me?  
When I'm crying out, for you,  
I'm scared oh, so scared,  
When you're near me  
I feel like I'm standing with an army  
Of men armed with weapons, hey oh  
  
When you say you love me  
Know I love you more  
When you say you need me  
Know I need you more  
Boy I adore you,  
I adore you  
  
I love lying next to you  
I could do this for eternity,  
You and me, were meant to be in holy matrimony  
God knew exactly what he was doing  
When he lead me to you  
  
When you say you love me  
Know I love you more  
When you say you need me  
Know I need you more  
Boy I adore you,  
I adore you  
  
When you say you love me  
Know I love you more  
When you say you need me  
Know I need you more  
Boy I adore you,  
I adore you

"
1351,Miley Cyrus,All I Want For Christmas Is You,/m/miley+cyrus/all+i+want+for+christmas+is+you_20771763.html,"I don't want a lot for Christmas  
There is just one thing I need  
I don't care about presents  
Underneath the Christmas tree  
I just want you for my own  
More than you could ever know  
Make my wish come true  
All I want for Christmas is you.  
  
I don't want a lot for Christmas  
There is just one thing I need  
I don't care about presents  
Underneath the Christmas tree  
I don't need to hang my stocking  
There upon the fireplace  
Santa Claus won't make me happy  
With a toy on Christmas day  
I just want you for my own  
More than you could ever know  
Make my wish come true  
All I want for Christmas is you  
  
I won't ask for much this Christmas  
I won't even wish for snow  
I'm just gonna keep on waiting  
Underneath the mistletoe  
I won't make a list and send it  
To the North Pole for Saint Nick  
I won't even stay awake to  
Hear those magic reindeer click  
'Cause I just want you here tonight  
Holding on to me so tight  
What more can I do  
All I want for Christmas is you  
  
All the lights are shining  
Brightly everywhere  
And the sound of  
Laughter fills the air  
And everyone is singing  
I hear those sleigh bells ringing  
Santa won't you bring me the one I really need  
Won't you please bring my baby to me  
  
I don't want a lot for Christmas  
This is all I'm asking for  
I just want to see my baby  
Standing right outside my door  
I just want him for my own  
More than you could ever know  
Make my wish come true  
Baby all I want for Christmas is  
You  
You  
You  
Yeah you  
You

"
1352,Miley Cyrus,All The Time,/m/miley+cyrus/all+the+time_20752674.html,"I've been tongue tied  
A little shy  
But you're the reason why  
I've been nervous  
Inside  
But you're the reason why  
Because  
  
(Chorus:)  
I'm just sitting here thinking  
Thinking about you  
Thinking about your every move  
As you can see  
Lately  
You've been on my mind  
All the time  
  
You got me frozen  
With your smile  
Staring in your eyes  
  
It's just a crush  
I know this  
But I know it's  
Hopeless  
  
[Chorus:]  
  
Oh yeah  
You're pretty much  
Always on my mind  
On my mind, yeah  
I think about you  
Constantly  
I'd love it if you'd  
Love me  
But  
  
[Chorus:]  
  
All the time  
Yeah

"
1353,Miley Cyrus,As I Am,/m/miley+cyrus/as+i+am_20598806.html,"Gonna stay in bed today  
'cause I can't stand the light  
Don't know why I get so down  
  
I won't be much fun tonight  
And I can't believe  
You still want to hang around me  
  
It's not so pretty all the time  
You don't mind  
To you it's alright  
  
As I am is how you take me  
Never try to push or make me different  
When I talk you listen to me  
  
As I am is how you want me and  
I know I've found the pieces missing  
I'm looking at him  
  
I'm not the girl you think you see  
But maybe that's a lie  
You almost know me better than  
Me, myself and I  
  
Don't know a lot of things  
But I know what I got  
It's not so perfect everyday  
I don't have to try  
'cause it all falls into place  
  
As I am is how you take me  
Never try to push or make me different  
When I talk you listen to me  
  
As I am is how you want me and  
I know I've found the pieces missing  
I'm looking at him  
  
Face to face, eye to eye  
You're standing there  
Feels good on the inside  
  
I don't mind, I don't care  
You're standing there  
Seein' me for the first time  
  
Seein' me for the first time  
Seein' me for the first time  
  
As I am is how you take me  
Never try to push or make me different  
When I talk you listen to me  
  
As I am is how you want me and  
I know I've found the pieces missing  
I'm looking at him  
  
Found the pieces missing  
Take me as I am  
When I talk you listen  
Take me as I am  
  
Found the pieces missing  
Take me as I am

"
1354,Miley Cyrus,Bang Me Box,/m/miley+cyrus/bang+me+box_21102747.html,"[Verse 1]  
I sleep with the door open if you want to come in while I'm sleeping  
I'm always sleeping naked in case you wake up and you're creeping  
Want to lick it so much that it's almost like I taste it on the tip of my
tongue  
I want to touch it so bad that it's almost like I can feel it on my fingertips  
I want yours inside of me, but don't forget where I like licking baby  
I want to make your fantasies reality I want to be yours baby  
  
[Hook]  
I want you to bang my box  
I want you to bang my box  
  
[Verse 2]  
There ain't nothing that I'm scared to try  
I can be on top or if you like it I'll just lie here  
Take my picture position my body  
Wherever you like just know that I like it naughty  
Teach me a lesson pretend we never met  
But we can't keep just kissing cause you're getting me so wet  
The only downside to this morning is you getting up and you leaving  
When I'm dreaming and you're in 'em I wake myself up cause I'm screaming  
What are you doing to me  
It's like you're a zookeeper setting animals free  
You release me like a tiger that's been locked in a cage  
Here I am, here you are  
I want it so hard  
You finger my heart  
And I know just what I need, what I came here to do  
I've been thinking baby, been mostly about you  
  
[Hook]  
I want you to bang my box  
I want you to bang my box  
  
[Outro]  
You say it tastes like cake with my lips against your face I want you to eat
it baby

"
